soc_id	pref_name_for_society	region	code_ea	code_eco	title_ea	title_eco
Aj12	Lotuko	Northeast Tropical Africa	15	0.56847313	Cousin marriages preferred	Precipitation predictability
Aj13	Pojulu	Northeast Tropical Africa	15	0.663595274	Cousin marriages preferred	Precipitation predictability
Aj14	Kakwa	Northeast Tropical Africa	15	0.663595274	Cousin marriages preferred	Precipitation predictability
Aj15	Kuku	Northeast Tropical Africa	15	0.60737177	Cousin marriages preferred	Precipitation predictability
Aj17	Alur	West-Central Tropical Africa	15	0.655343962	Cousin marriages preferred	Precipitation predictability
Aj2	Maasi	East Tropical Africa	15	0.668126912	Cousin marriages preferred	Precipitation predictability
Aj21	Jie	East Tropical Africa	15	0.509282883	Cousin marriages preferred	Precipitation predictability
Aj22	Labwor	East Tropical Africa	15	0.509282883	Cousin marriages preferred	Precipitation predictability
Aj23	Plains Suk	East Tropical Africa	15	0.52463228	Cousin marriages preferred	Precipitation predictability
Aj26	Hill Suk	East Tropical Africa	15	0.52463228	Cousin marriages preferred	Precipitation predictability
Aj28	Tatoga	East Tropical Africa	15	0.706631783	Cousin marriages preferred	Precipitation predictability
Aj3	Nuer	Northeast Tropical Africa	15	0.681309251	Cousin marriages preferred	Precipitation predictability
Aj4	Lango	East Tropical Africa	15	0.539089839	Cousin marriages preferred	Precipitation predictability
Aj5	Turkana	East Tropical Africa	15	0.522740038	Cousin marriages preferred	Precipitation predictability
Aj6	Luo	East Tropical Africa	15	0.563846674	Cousin marriages preferred	Precipitation predictability
Aj7	Nandi	East Tropical Africa	15	0.543744024	Cousin marriages preferred	Precipitation predictability
Aj8	Bari	Northeast Tropical Africa	15	0.628272811	Cousin marriages preferred	Precipitation predictability
Aj9	Kipsigis	East Tropical Africa	15	0.653819942	Cousin marriages preferred	Precipitation predictability
Ca1	Konso	Northeast Tropical Africa	15	0.54025285	Cousin marriages preferred	Precipitation predictability
Ca10	Somali (Esa)	Northeast Tropical Africa	15	0.581370695	Cousin marriages preferred	Precipitation predictability
Ca11	Arusi	Northeast Tropical Africa	15	0.570904338	Cousin marriages preferred	Precipitation predictability
Ca13	Macha	Northeast Tropical Africa	15	0.570773653	Cousin marriages preferred	Precipitation predictability
Ca2	Somali (Dolbahanta)	Northeast Tropical Africa	15	0.615086064	Cousin marriages preferred	Precipitation predictability
Ca22	Male	Northeast Tropical Africa	15	0.54025285	Cousin marriages preferred	Precipitation predictability
Ca27	Anfillo	Northeast Tropical Africa	15	0.642023331	Cousin marriages preferred	Precipitation predictability
Ca28	Basketo	Northeast Tropical Africa	15	0.54025285	Cousin marriages preferred	Precipitation predictability
Ca3	Tigrinya	Northeast Tropical Africa	15	0.494970404	Cousin marriages preferred	Precipitation predictability
Ca30	Kafa	Northeast Tropical Africa	15	0.577732322	Cousin marriages preferred	Precipitation predictability
Ca32	Nara	Northeast Tropical Africa	15	0.55962197	Cousin marriages preferred	Precipitation predictability
Ca33	Kunama	Northeast Tropical Africa	15	0.523763633	Cousin marriages preferred	Precipitation predictability
Ca34	Ababda	Northern Africa	7	0.299661619	Cousin marriages preferred	Precipitation predictability
Ca35	Amarar	Northeast Tropical Africa	7	0.360851646	Cousin marriages preferred	Precipitation predictability
Ca36	Beni-Amer	Northeast Tropical Africa	7	0.459285001	Cousin marriages preferred	Precipitation predictability
Ca38	Tigre	Northeast Tropical Africa	15	0.42786489	Cousin marriages preferred	Precipitation predictability
Ca39	Jimma	Northeast Tropical Africa	15	0.582944135	Cousin marriages preferred	Precipitation predictability
Ca40	Baditu	Northeast Tropical Africa	15	0.564125787	Cousin marriages preferred	Precipitation predictability
Ca5	Bisharin	Northeast Tropical Africa	7	0.349082226	Cousin marriages preferred	Precipitation predictability
Ca6	Afar	Northeast Tropical Africa	15	0.544654409	Cousin marriages preferred	Precipitation predictability
Ca7	Amhara	Northeast Tropical Africa	15	0.51048393	Cousin marriages preferred	Precipitation predictability
Cb1	Maguzawa	West Tropical Africa	2	0.632908648	Cousin marriages preferred	Precipitation predictability
Cb10	Karekare	West Tropical Africa	15	0.634465805	Cousin marriages preferred	Precipitation predictability
Cb11	Midobi	Northeast Tropical Africa	15	0.404569303	Cousin marriages preferred	Precipitation predictability
Cb12	Gimma	Northeast Tropical Africa	15	0.64292812	Cousin marriages preferred	Precipitation predictability
Cb13	Habbaniya	Northeast Tropical Africa	15	0.662044501	Cousin marriages preferred	Precipitation predictability
Cb15	Messiria Humr	Northeast Tropical Africa	7	0.648542198	Cousin marriages preferred	Precipitation predictability
Cb16	Shuwa	Northeast Tropical Africa	15	0.613151358	Cousin marriages preferred	Precipitation predictability
Cb17	Fur	Northeast Tropical Africa	15	0.653299973	Cousin marriages preferred	Precipitation predictability
Cb18	Kanembu	Northeast Tropical Africa	15	0.574870597	Cousin marriages preferred	Precipitation predictability
Cb19	Kanuri	West Tropical Africa	15	0.644795804	Cousin marriages preferred	Precipitation predictability
Cb2	Wolof	West Tropical Africa	1	0.488258608	Cousin marriages preferred	Precipitation predictability
Cb21	Djafun	West-Central Tropical Africa	1	0.636031801	Cousin marriages preferred	Precipitation predictability
Cb22	Liptako	West Tropical Africa	15	0.627532903	Cousin marriages preferred	Precipitation predictability
Cb23	Tukulor	West Tropical Africa	15	0.529908859	Cousin marriages preferred	Precipitation predictability
Cb24	Wodaabe Fulani	West Tropical Africa	7	0.637807244	Cousin marriages preferred	Precipitation predictability
Cb25	Tazarawa Hausa	West Tropical Africa	15	0.590696526	Cousin marriages preferred	Precipitation predictability
Cb26	Zazzagawa Hausa	West Tropical Africa	8	0.625089934	Cousin marriages preferred	Precipitation predictability
Cb27	Bachama	West Tropical Africa	15	0.651347315	Cousin marriages preferred	Precipitation predictability
Cb28	Dera	West Tropical Africa	15	0.651347315	Cousin marriages preferred	Precipitation predictability
Cb3	Songhai	West Tropical Africa	15	0.58262713	Cousin marriages preferred	Precipitation predictability
Cb4	Hasania	Northeast Tropical Africa	7	0.59833671	Cousin marriages preferred	Precipitation predictability
Cb5	Buduma	Northeast Tropical Africa	15	0.613151358	Cousin marriages preferred	Precipitation predictability
Cb6	Tera	West Tropical Africa	15	0.634432161	Cousin marriages preferred	Precipitation predictability
Cb7	Bolewa	West Tropical Africa	15	0.629737798	Cousin marriages preferred	Precipitation predictability
Cb8	Bororo Fulani	West Tropical Africa	15	0.634046885	Cousin marriages preferred	Precipitation predictability
Cb9	Hausa Kanawa	West Tropical Africa	7	0.629093131	Cousin marriages preferred	Precipitation predictability
Cc1	Regeibat	West Tropical Africa	7	0.342185536	Cousin marriages preferred	Precipitation predictability
Cc10	Asben	West Tropical Africa	2	0.479306087	Cousin marriages preferred	Precipitation predictability
Cc13	Udalan Tuareg	West Tropical Africa	15	0.606168053	Cousin marriages preferred	Precipitation predictability
Cc14	Daza	Northeast Tropical Africa	15	0.524608736	Cousin marriages preferred	Precipitation predictability
Cc16	Chaambra	Northern Africa	7	0.343308368	Cousin marriages preferred	Precipitation predictability
Cc17	Delim	Northern Africa	7	0.376534047	Cousin marriages preferred	Precipitation predictability
Cc2	Teda	Northeast Tropical Africa	15	0.306466499	Cousin marriages preferred	Precipitation predictability
Cc20	Zenaga	West Tropical Africa	7	0.491047617	Cousin marriages preferred	Precipitation predictability
Cc3	Siwans	Northern Africa	15	0.406677107	Cousin marriages preferred	Precipitation predictability
Cc5	Kel Antessar	West Tropical Africa	8	0.534192973	Cousin marriages preferred	Precipitation predictability
Cc6	Kababish	Northeast Tropical Africa	7	0.418159482	Cousin marriages preferred	Precipitation predictability
Cc7	Barabish	West Tropical Africa	7	0.456371503	Cousin marriages preferred	Precipitation predictability
Cc9	Tuareg Ahaggar	Northern Africa	2	0.281079539	Cousin marriages preferred	Precipitation predictability
Cd1	Barabra	Northern Africa	7	0.306559345	Cousin marriages preferred	Precipitation predictability
Cd10	Zekara	Northern Africa	15	0.489926818	Cousin marriages preferred	Precipitation predictability
Cd11	Guanche	Macaronesia	15	0.578959518	Cousin marriages preferred	Precipitation predictability
Cd12	Algerians	Northern Africa	7	0.296486515	Cousin marriages preferred	Precipitation predictability
Cd13	Hamama	Northern Africa	7	0.306825477	Cousin marriages preferred	Precipitation predictability
Cd14	Hamyan	Northern Africa	7	0.53178604	Cousin marriages preferred	Precipitation predictability
Cd16	Moroccans	Northern Africa	7	0.495523711	Cousin marriages preferred	Precipitation predictability
Cd17	Nail	Northern Africa	7	0.503220623	Cousin marriages preferred	Precipitation predictability
Cd18	Saadi	Northern Africa	7	0.515175097	Cousin marriages preferred	Precipitation predictability
Cd19	Sahel	Northern Africa	7	0.457647457	Cousin marriages preferred	Precipitation predictability
Cd2	Egyptians	Northern Africa	7	0.351085543	Cousin marriages preferred	Precipitation predictability
Cd20	Sanusi	Northern Africa	7	0.487478422	Cousin marriages preferred	Precipitation predictability
Cd21	Tunisians	Northern Africa	7	0.483237163	Cousin marriages preferred	Precipitation predictability
Cd3	Riffians	Northern Africa	15	0.460331857	Cousin marriages preferred	Precipitation predictability
Cd4	Kabyle	Northern Africa	15	0.543357887	Cousin marriages preferred	Precipitation predictability
Cd6	Ancient Egyptians	Northern Africa	15	0.465784986	Cousin marriages preferred	Precipitation predictability
Cd7	Beraber	Northern Africa	7	0.474401574	Cousin marriages preferred	Precipitation predictability
Cd8	Shawiya	Northern Africa	7	0.531556535	Cousin marriages preferred	Precipitation predictability
Ce1	Gheg	Southeastern Europe	2	0.604053057	Cousin marriages preferred	Precipitation predictability
Ce2	Portuguese	Southwestern Europe	15	0.627036525	Cousin marriages preferred	Precipitation predictability
Ce3	Ancient Romans	Southeastern Europe	15	0.543290237	Cousin marriages preferred	Precipitation predictability
Ce5	Neapolitans	Southeastern Europe	15	0.554859426	Cousin marriages preferred	Precipitation predictability
Ce6	Spaniards	Southwestern Europe	15	0.449622836	Cousin marriages preferred	Precipitation predictability
Ce7	Greeks	Southeastern Europe	15	0.566498765	Cousin marriages preferred	Precipitation predictability
Cf1	New Englanders	Northeastern U.S.A.	15	0.692136084	Cousin marriages preferred	Precipitation predictability
Cf4	Brazilians	Brazil	15	0.665059531	Cousin marriages preferred	Precipitation predictability
Cf5	French Canadians	Eastern Canada	15	0.705693223	Cousin marriages preferred	Precipitation predictability
Cg1	Dutch	Middle Europe	15	0.700648793	Cousin marriages preferred	Precipitation predictability
Cg3	Irish	Northern Europe	15	0.759673955	Cousin marriages preferred	Precipitation predictability
Cg4	Sami	Northern Europe	15	0.732886258	Cousin marriages preferred	Precipitation predictability
Ch10	Romanians	Southeastern Europe	15	0.621201314	Cousin marriages preferred	Precipitation predictability
Ch3	Czechs	Middle Europe	15	0.717598066	Cousin marriages preferred	Precipitation predictability
Ch4	Mari	Caucasus	15	0.704249465	Cousin marriages preferred	Precipitation predictability
Ch6	Byelorussians	Eastern Europe	15	0.711168833	Cousin marriages preferred	Precipitation predictability
Ch7	Ukrainians	Eastern Europe	15	0.63219204	Cousin marriages preferred	Precipitation predictability
Ch8	Magyar	Middle Europe	15	0.65168003	Cousin marriages preferred	Precipitation predictability
Ch9	Lithuanians	Eastern Europe	15	0.708146	Cousin marriages preferred	Precipitation predictability
Ci1	Kalmyk	Eastern Europe	15	0.595808727	Cousin marriages preferred	Precipitation predictability
Ci10	Armenians	Caucasus	15	0.64675006	Cousin marriages preferred	Precipitation predictability
Ci11	Kurd	Western Asia	7	0.327886576	Cousin marriages preferred	Precipitation predictability
Ci2	Khevsur	Caucasus	15	0.719037597	Cousin marriages preferred	Precipitation predictability
Ci5	Turks	Western Asia	15	0.572828489	Cousin marriages preferred	Precipitation predictability
Ci6	Ossetians	Caucasus	15	0.708502873	Cousin marriages preferred	Precipitation predictability
Cj1	Syrians	Western Asia	7	0.509138328	Cousin marriages preferred	Precipitation predictability
Cj10	Madan	Western Asia	7	0.316101734	Cousin marriages preferred	Precipitation predictability
Cj2	Rwala	Western Asia	7	0.477303292	Cousin marriages preferred	Precipitation predictability
Cj3	Hebrews	Western Asia	7	0.50533857	Cousin marriages preferred	Precipitation predictability
Cj5	Mutair	Arabian Peninsula	7	0.282681281	Cousin marriages preferred	Precipitation predictability
Cj6	Jordanians	Western Asia	7	0.465005353	Cousin marriages preferred	Precipitation predictability
Cj7	Lebanese	Western Asia	15	0.541161882	Cousin marriages preferred	Precipitation predictability
Cj8	Druze	Western Asia	7	0.541812434	Cousin marriages preferred	Precipitation predictability
Ea1	Sindhi	Indian Subcontinent	15	0.358903565	Cousin marriages preferred	Precipitation predictability
Ea10	Marri	Indian Subcontinent	7	0.338191657	Cousin marriages preferred	Precipitation predictability
Ea11	Ghilzai	Western Asia	7	0.422185806	Cousin marriages preferred	Precipitation predictability
Ea12	Qashqui	Western Asia	7	0.301642151	Cousin marriages preferred	Precipitation predictability
Ea13	Punjabi	Indian Subcontinent	9	0.375759118	Cousin marriages preferred	Precipitation predictability
Ea2	Yusufzai	Indian Subcontinent	7	0.457179159	Cousin marriages preferred	Precipitation predictability
Ea3	Hazara	Western Asia	7	0.439273735	Cousin marriages preferred	Precipitation predictability
Ea5	Nuristani	Western Asia	15	0.475438163	Cousin marriages preferred	Precipitation predictability
Ea6	Basseri	Western Asia	7	0.456346262	Cousin marriages preferred	Precipitation predictability
Ea7	Moghol	Western Asia	15	0.368213698	Cousin marriages preferred	Precipitation predictability
Ea9	Iranians	Western Asia	7	0.550655247	Cousin marriages preferred	Precipitation predictability
Eb1	Kazakh	Middle Asia	15	0.608834793	Cousin marriages preferred	Precipitation predictability
Eb2	Tu	China	15	0.663032602	Cousin marriages preferred	Precipitation predictability
Eb3	Khalka	Mongolia	15	0.636033957	Cousin marriages preferred	Precipitation predictability
Eb4	Dagur	China	15	0.60269032	Cousin marriages preferred	Precipitation predictability
Eb5	Turkmen	Middle Asia	4	0.446570108	Cousin marriages preferred	Precipitation predictability
Eb6	Buryat	Siberia	15	0.717425368	Cousin marriages preferred	Precipitation predictability
Eb7	Chahar	China	15	0.596450229	Cousin marriages preferred	Precipitation predictability
Eb8	Uzbek	Middle Asia	8	0.516591538	Cousin marriages preferred	Precipitation predictability
Ec1	Nivkh	Russian Far East	5	0.636441967	Cousin marriages preferred	Precipitation predictability
Ec10	Ob Ostyak	Siberia	15	0.683153304	Cousin marriages preferred	Precipitation predictability
Ec2	Yakut	Siberia	15	0.640606273	Cousin marriages preferred	Precipitation predictability
Ec3	Chukchi	Russian Far East	15	0.624014115	Cousin marriages preferred	Precipitation predictability
Ec4	Yurak-Samoyeds	Siberia	13	0.672411117	Cousin marriages preferred	Precipitation predictability
Ec5	Koryak	Russian Far East	15	0.647261972	Cousin marriages preferred	Precipitation predictability
Ec6	Yukaghir	Siberia	15	0.633963352	Cousin marriages preferred	Precipitation predictability
Ec7	Ainu	Eastern Asia	15	0.692827701	Cousin marriages preferred	Precipitation predictability
Ec9	Nanai	China	15	0.626423761	Cousin marriages preferred	Precipitation predictability
Ed1	Koreans	Eastern Asia	15	0.719978259	Cousin marriages preferred	Precipitation predictability
Ed10	Shantung	China	15	0.493192614	Cousin marriages preferred	Precipitation predictability
Ed15b	Chekiang	China	3	0.590632379	Cousin marriages preferred	Precipitation predictability
Ed16	Cantonese	China	15	0.581774051	Cousin marriages preferred	Precipitation predictability
Ed2	Lolo	China	2	0.713142443	Cousin marriages preferred	Precipitation predictability
Ed3	Manchu	China	15	0.60528414	Cousin marriages preferred	Precipitation predictability
Ed4	Miao	China	1	0.621900537	Cousin marriages preferred	Precipitation predictability
Ed5	Japanese	Eastern Asia	15	0.671378257	Cousin marriages preferred	Precipitation predictability
Ed6	Min Chinese	China	15	0.584224113	Cousin marriages preferred	Precipitation predictability
Ed7	Okinawans	Eastern Asia	15	0.569102948	Cousin marriages preferred	Precipitation predictability
Ed8	Minchia	China	15	0.63527074	Cousin marriages preferred	Precipitation predictability
Ee1	Adi	Indian Subcontinent	15	0.587082013	Cousin marriages preferred	Precipitation predictability
Ee2	Burusho	China	15	0.640347533	Cousin marriages preferred	Precipitation predictability
Ee3	Lepcha	China	15	0.55525507	Cousin marriages preferred	Precipitation predictability
Ee4	Central Tibetans	China	15	0.636666487	Cousin marriages preferred	Precipitation predictability
Ee5	Shina	Indian Subcontinent	15	0.471102461	Cousin marriages preferred	Precipitation predictability
Ee6	Sherpa	China	15	0.539280838	Cousin marriages preferred	Precipitation predictability
Ee8	Magar	Indian Subcontinent	15	0.464763894	Cousin marriages preferred	Precipitation predictability
Ef1	Santal	Indian Subcontinent	15	0.477548825	Cousin marriages preferred	Precipitation predictability
Ef10	Bihari	Indian Subcontinent	15	0.468818296	Cousin marriages preferred	Precipitation predictability
Ef2	Bengali	Indian Subcontinent	15	0.502314859	Cousin marriages preferred	Precipitation predictability
Ef3	Indo-Iranian	Indian Subcontinent	15	0.369937561	Cousin marriages preferred	Precipitation predictability
Ef4	Ho	Indian Subcontinent	15	0.526070575	Cousin marriages preferred	Precipitation predictability
Ef5	Bhil	Indian Subcontinent	15	0.437417703	Cousin marriages preferred	Precipitation predictability
Ef6	Kurukh	Indian Subcontinent	15	0.504172317	Cousin marriages preferred	Precipitation predictability
Ef7	Pahari	Indian Subcontinent	15	0.429718714	Cousin marriages preferred	Precipitation predictability
Ef8	Kashmiri	Indian Subcontinent	15	0.518511766	Cousin marriages preferred	Precipitation predictability
Ef9	Gujarati	Indian Subcontinent	1	0.499848435	Cousin marriages preferred	Precipitation predictability
Eg1	Chenchu	Indian Subcontinent	2	0.585790517	Cousin marriages preferred	Precipitation predictability
Eg10	Telugu	Indian Subcontinent	2	0.548359053	Cousin marriages preferred	Precipitation predictability
Eg11	Koya	Indian Subcontinent	2	0.535354921	Cousin marriages preferred	Precipitation predictability
Eg12	Khond	Indian Subcontinent	15	0.610925978	Cousin marriages preferred	Precipitation predictability
Eg13	Muria Gond	Indian Subcontinent	1	0.550319672	Cousin marriages preferred	Precipitation predictability
Eg14	Reddi	Indian Subcontinent	2	0.610925978	Cousin marriages preferred	Precipitation predictability
Eg2	Tamil	Indian Subcontinent	1	0.638324	Cousin marriages preferred	Precipitation predictability
Eg3	Madia	Indian Subcontinent	1	0.570507844	Cousin marriages preferred	Precipitation predictability
Eg4	Toda	Indian Subcontinent	1	0.650337315	Cousin marriages preferred	Precipitation predictability
Eg5	Kodavas	Indian Subcontinent	1	0.618000703	Cousin marriages preferred	Precipitation predictability
Eg6	Kerala	Indian Subcontinent	2	0.610518816	Cousin marriages preferred	Precipitation predictability
Eg7	Hill Bhuiya	Indian Subcontinent	15	0.547007956	Cousin marriages preferred	Precipitation predictability
Eg8	Kol	Indian Subcontinent	15	0.526070575	Cousin marriages preferred	Precipitation predictability
Eg9	Baiga	Indian Subcontinent	15	0.507825454	Cousin marriages preferred	Precipitation predictability
Eh1	Andamanese	Indo-China	15	0.589804953	Cousin marriages preferred	Precipitation predictability
Eh10	Betsileo	Western Indian Ocean	15	0.633222341	Cousin marriages preferred	Precipitation predictability
Eh2	Merina	Western Indian Ocean	15	0.600791756	Cousin marriages preferred	Precipitation predictability
Eh3	Tanala	Western Indian Ocean	1	0.633222341	Cousin marriages preferred	Precipitation predictability
Eh4	Vedda	Indian Subcontinent	3	0.632752036	Cousin marriages preferred	Precipitation predictability
Eh5	Nicobarese	Indo-China	15	0.581937587	Cousin marriages preferred	Precipitation predictability
Eh6	Sinhalese	Indian Subcontinent	2	0.619672343	Cousin marriages preferred	Precipitation predictability
Eh7	Antandroy	Western Indian Ocean	15	0.58486274	Cousin marriages preferred	Precipitation predictability
Eh8	Sakalava	Western Indian Ocean	15	0.517826552	Cousin marriages preferred	Precipitation predictability
Eh9	Antaisaka	Western Indian Ocean	15	0.645561299	Cousin marriages preferred	Precipitation predictability
Ei1	Garo	Indian Subcontinent	2	0.503631168	Cousin marriages preferred	Precipitation predictability
Ei10	Chakma	Indian Subcontinent	15	0.568694292	Cousin marriages preferred	Precipitation predictability
Ei11	Aimol	Indian Subcontinent	5	0.571491466	Cousin marriages preferred	Precipitation predictability
Ei12	Thado	Indian Subcontinent	5	0.571491466	Cousin marriages preferred	Precipitation predictability
Ei14	Ao	Indian Subcontinent	15	0.551836497	Cousin marriages preferred	Precipitation predictability
Ei15	Rengma	Indian Subcontinent	5	0.551448045	Cousin marriages preferred	Precipitation predictability
Ei16	Sema	Indian Subcontinent	5	0.56903677	Cousin marriages preferred	Precipitation predictability
Ei19	Chin	Indo-China	15	0.570500574	Cousin marriages preferred	Precipitation predictability
Ei2	Lhota	Indian Subcontinent	5	0.551836497	Cousin marriages preferred	Precipitation predictability
Ei20	Kuki	Indian Subcontinent	15	0.568694292	Cousin marriages preferred	Precipitation predictability
Ei3	Burmese	Indo-China	15	0.526765893	Cousin marriages preferred	Precipitation predictability
Ei4	Maras	Indo-China	4	0.584467034	Cousin marriages preferred	Precipitation predictability
Ei5	Kachin	Indo-China	5	0.604869368	Cousin marriages preferred	Precipitation predictability
Ei6	Purum	Indian Subcontinent	5	0.571491466	Cousin marriages preferred	Precipitation predictability
Ei7	Karen	Indo-China	15	0.541085468	Cousin marriages preferred	Precipitation predictability
Ei8	Khasi	Indian Subcontinent	15	0.522497357	Cousin marriages preferred	Precipitation predictability
Ei9	Mogh	Indo-China	1	0.5268736	Cousin marriages preferred	Precipitation predictability
Ej1	Lamet	Indo-China	5	0.601235213	Cousin marriages preferred	Precipitation predictability
Ej10	Rade	Indo-China	15	0.722892893	Cousin marriages preferred	Precipitation predictability
Ej11	Cham	Indo-China	15	0.633808951	Cousin marriages preferred	Precipitation predictability
Ej12	Lawa	Indo-China	5	0.553874298	Cousin marriages preferred	Precipitation predictability
Ej13	Muong	Indo-China	15	0.634733889	Cousin marriages preferred	Precipitation predictability
Ej14	Senoi	Malesia	15	0.71352968	Cousin marriages preferred	Precipitation predictability
Ej16	Negri Sembilan	Indo-China	2	0.615772042	Cousin marriages preferred	Precipitation predictability
Ej2	Mnong Gar	Indo-China	5	0.699316513	Cousin marriages preferred	Precipitation predictability
Ej3	Semang	Malesia	15	0.682639897	Cousin marriages preferred	Precipitation predictability
Ej4	Annamese	Indo-China	15	0.677372297	Cousin marriages preferred	Precipitation predictability
Ej5	Khmer	Indo-China	15	0.683406944	Cousin marriages preferred	Precipitation predictability
Ej7	Akha	Indo-China	15	0.585361298	Cousin marriages preferred	Precipitation predictability
Ej8	Malays	Malesia	15	0.711108822	Cousin marriages preferred	Precipitation predictability
Ej9	Thai	Indo-China	15	0.644907395	Cousin marriages preferred	Precipitation predictability
Ia1	Atayal	Eastern Asia	15	0.584725874	Cousin marriages preferred	Precipitation predictability
Ia10	Bunun	Eastern Asia	15	0.584725874	Cousin marriages preferred	Precipitation predictability
Ia11	Puyuma	Eastern Asia	15	0.579695175	Cousin marriages preferred	Precipitation predictability
Ia12	Sugbuanon	Malesia	15	0.6968582	Cousin marriages preferred	Precipitation predictability
Ia13	Badjau Tawi-Tawi	Malesia	15	0.725165882	Cousin marriages preferred	Precipitation predictability
Ia14	Tao	Eastern Asia	15	0.565519025	Cousin marriages preferred	Precipitation predictability
Ia15	Manobo	Malesia	15	0.729807046	Cousin marriages preferred	Precipitation predictability
Ia16	Kalinga	Malesia	15	0.622293327	Cousin marriages preferred	Precipitation predictability
Ia18	Bisayan	Malesia	15	0.68881533	Cousin marriages preferred	Precipitation predictability
Ia2	Sagada	Malesia	15	0.637429684	Cousin marriages preferred	Precipitation predictability
Ia3	Ifugao	Malesia	15	0.637429684	Cousin marriages preferred	Precipitation predictability
Ia4	Subanun	Malesia	15	0.713532765	Cousin marriages preferred	Precipitation predictability
Ia5	Hanunoo	Malesia	15	0.630768326	Cousin marriages preferred	Precipitation predictability
Ia6	Paiwan	Eastern Asia	15	0.554435402	Cousin marriages preferred	Precipitation predictability
Ia7	Tagbanua	Malesia	15	0.635898969	Cousin marriages preferred	Precipitation predictability
Ia8	Bontok	Malesia	15	0.637429684	Cousin marriages preferred	Precipitation predictability
Ia9	Ami	Eastern Asia	15	0.579695175	Cousin marriages preferred	Precipitation predictability
Ib1	Iban	Malesia	15	0.676560028	Cousin marriages preferred	Precipitation predictability
Ib2	Javanese	Malesia	15	0.6572332	Cousin marriages preferred	Precipitation predictability
Ib3	Balinese	Malesia	7	0.642957494	Cousin marriages preferred	Precipitation predictability
Ib4	Toba Batak	Malesia	5	0.662965728	Cousin marriages preferred	Precipitation predictability
Ib5	Kadazan-Dusun	Malesia	15	0.705529359	Cousin marriages preferred	Precipitation predictability
Ib6	Minangkabau	Malesia	1	0.649356104	Cousin marriages preferred	Precipitation predictability
Ib7	Mentaweians	Malesia	15	0.586687975	Cousin marriages preferred	Precipitation predictability
Ib8	Anak Dalam	Malesia	15	0.660833613	Cousin marriages preferred	Precipitation predictability
Ib9	Punan	Malesia	15	0.709376574	Cousin marriages preferred	Precipitation predictability
Ic1	Macassarese	Malesia	15	0.60153309	Cousin marriages preferred	Precipitation predictability
Ic10	Tobelorese	Malesia	15	0.684604583	Cousin marriages preferred	Precipitation predictability
Ic11	Ambonese	Malesia	15	0.625537031	Cousin marriages preferred	Precipitation predictability
Ic12	Sumbawanese	Malesia	15	0.618948075	Cousin marriages preferred	Precipitation predictability
Ic13	Kodi	Malesia	15	0.589180817	Cousin marriages preferred	Precipitation predictability
Ic2	Alorese	Malesia	15	0.59787786	Cousin marriages preferred	Precipitation predictability
Ic3	Belu	Malesia	5	0.620045276	Cousin marriages preferred	Precipitation predictability
Ic4	Rotinese	Malesia	12	0.572449066	Cousin marriages preferred	Precipitation predictability
Ic5	Toradja	Malesia	15	0.669679837	Cousin marriages preferred	Precipitation predictability
Ic6	Tanimbarese	Malesia	2	0.614358413	Cousin marriages preferred	Precipitation predictability
Ic7	Ili-Mandiri	Malesia	2	0.603630277	Cousin marriages preferred	Precipitation predictability
Ic8	Kei	Malesia	5	0.606917768	Cousin marriages preferred	Precipitation predictability
Ic9	Sumbanese	Malesia	5	0.578884806	Cousin marriages preferred	Precipitation predictability
Id1	Northern Aranda	Australia	10	0.450638425	Cousin marriages preferred	Precipitation predictability
Id10	Walbiri	Australia	15	0.445035217	Cousin marriages preferred	Precipitation predictability
Id11	Gidjingali	Australia	10	0.66642432	Cousin marriages preferred	Precipitation predictability
Id12	Yir Yoront	Australia	15	0.594140179	Cousin marriages preferred	Precipitation predictability
Id13	Anindilyagwa	Australia	11	0.584521263	Cousin marriages preferred	Precipitation predictability
Id2	Yolngu, Dhuwal	Australia	5	0.647346023	Cousin marriages preferred	Precipitation predictability
Id3	Tiwi	Australia	11	0.600993557	Cousin marriages preferred	Precipitation predictability
Id4	Diyari	Australia	10	0.443274417	Cousin marriages preferred	Precipitation predictability
Id5	Kariyarra	Australia	1	0.415932883	Cousin marriages preferred	Precipitation predictability
Id6	Wikmunkan	Australia	5	0.634321451	Cousin marriages preferred	Precipitation predictability
Id7	Murriny Patha	Australia	10	0.571599679	Cousin marriages preferred	Precipitation predictability
Id9	Ngiyambaa	Australia	10	0.57595406	Cousin marriages preferred	Precipitation predictability
Ie1	Mee	Papuasia	11	0.653550567	Cousin marriages preferred	Precipitation predictability
Ie10	Motu	Papuasia	15	0.682544027	Cousin marriages preferred	Precipitation predictability
Ie11	Kakoli	Papuasia	15	0.732229245	Cousin marriages preferred	Precipitation predictability
Ie12	Kwoma	Papuasia	15	0.765944416	Cousin marriages preferred	Precipitation predictability
Ie13	Kiwai	Papuasia	15	0.703205607	Cousin marriages preferred	Precipitation predictability
Ie14	Miriam	Papuasia	15	0.684869286	Cousin marriages preferred	Precipitation predictability
Ie15	Abelam	Papuasia	15	0.740780244	Cousin marriages preferred	Precipitation predictability
Ie16	Kutubu	Papuasia	15	0.73395628	Cousin marriages preferred	Precipitation predictability
Ie17	Siane	Papuasia	15	0.732778416	Cousin marriages preferred	Precipitation predictability
Ie18	Kimam	Papuasia	15	0.6356109	Cousin marriages preferred	Precipitation predictability
